[{I} |08-19 15:55:54.831 1787126154] ---->>[pvr_event_notify] SKYFM_ADD_DEVICE, dev_name:TF卡 disk_status:0
[{E} |08-19 15:55:56.230 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.241 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.241 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.241 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.241 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.241 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.241 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.261 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.261 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.261 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.293 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.295 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.295 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.301 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.301 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.301 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.301 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.321 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.321 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.321 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.321 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.321 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.340 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.341 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.341 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.359 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.359 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.359 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.380 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.381 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.381 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.381 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.401 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.401 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.401 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.401 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.401 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.420 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.420 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.421 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.425 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.425 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.425 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.461 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.461 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.461 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.462 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.481 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.481 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.481 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.481 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.482 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.493 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.493 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.493 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.511 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.512 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.512 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.512 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.530 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.531 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.531 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.560 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.560 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.560 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.560 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.560 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.560 1787126156] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{E} |08-19 15:55:56.571 1787126156] mk:[Socket.cpp:906][event poller 0:flushData] flushData

[{D} |08-19 15:55:56.571 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.571 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.571 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.592 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.592 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.592 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.610 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.610 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.610 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.625 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.625 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.625 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.631 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.631 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.631 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.631 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.650 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.650 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.650 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.671 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.671 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.671 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.692 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.692 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.692 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.695 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.696 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.696 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.712 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.713 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.713 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.714 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.730 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.730 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.731 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.750 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.751 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.751 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.758 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.758 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.758 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.771 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.771 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.771 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.771 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.792 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.792 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.792 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.811 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.811 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.811 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.819 1787126156] fsname:/dev/mmcblk0p1,fstype:vfat,fsdir:/mnt/disk_0, fsopts:rw,relatime,fmask=0022,dmask=0022,codepage=437,iocharset=iso8859-1,shortname=mixed,errors=remount-ro 

[{E} |08-19 15:55:56.825 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.825 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.825 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.826 1787126156] FAT32 fs type
[{E} |08-19 15:55:56.831 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.831 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.831 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.831 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.850 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.850 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.850 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{I} |08-19 15:55:56.856 1787126156] mount_info.m_path: /mnt/disk_0/sky_rec, p_total_space:60840512, p_free_space:2776704
[{I} |08-19 15:55:56.857 1787126156] sk_api_client_pub_storage_status:9, status_last:1 retry_last=0
[{I} |08-19 15:55:56.857 1787126156] ---->>[set_storage_status] CLIENT_STORAGE_UPDATE
[{I} |08-19 15:55:56.857 1787126156] ---->>[pub_storage_status] CLIENT_STORAGE_UPDATE
[{I} |08-19 15:55:56.857 1787126156] sk_report_msg_queue_send START
[{I} |08-19 15:55:56.857 1787126156] [REPORT] Post Property Message deviceid:0 msg.msg_type:0  request:[{"StorageTotalCapacity":59414}] size[31] begin
[{I} |08-19 15:55:56.857 1787126156] [REPORT] Post Property Message deviceid:0  msg.msg_type:0  request:[{"StorageTotalCapacity":59414}] size[31] end
[{I} |08-19 15:55:56.857 1787126156] sk_report_msg_queue_send END
[{I} |08-19 15:55:56.857 1787126156] [key] StorageTotalCapacity [value] 59414   
[{I} |08-19 15:55:56.857 1787126156] sk_report_msg_queue_send START
[{I} |08-19 15:55:56.858 1787126156] sk_report_msg_queue_send END
[{I} |08-19 15:55:56.858 1787126156] [key] StorageRemainCapacity [value] 2711   
[{I} |08-19 15:55:56.859 1787126156] [REPORT] Post Property Message deviceid:0 msg.msg_type:0  request:[{"StorageRemainCapacity":2711}] size[31] begin
[{I} |08-19 15:55:56.859 1787126156] [REPORT] Post Property Message deviceid:0  msg.msg_type:0  request:[{"StorageRemainCapacity":2711}] size[31] end
[{I} |08-19 15:55:56.859 1787126156] tf_total_sizep =59414
[{I} |08-19 15:55:56.859 1787126156] sk_api_client_iot_pub_storage_duration second gopsize =0 ,bitraste=0
[{I} |08-19 15:55:56.859 1787126156] sk_api_client_iot_pub_storage_duration main gopsize =0 ,bitraste=20
[{I} |08-19 15:55:56.859 1787126156] sk_api_client_iot_pub_storage_duration buf:{"StorageRecordDuration":{"min":7,"max":10,"mode":1}}
[{I} |08-19 15:55:56.860 1787126156] sk_report_msg_queue_send START
[{I} |08-19 15:55:56.860 1787126156] sk_report_msg_queue_send END
[{D} |08-19 15:55:56.860 1787126156] file size:110 buf_len:1024
[{I} |08-19 15:55:56.862 1787126156] mount_info.m_path: /mnt/disk_0/sky_rec, p_total_space:60840512, p_free_space:2776704
[{E} |08-19 15:55:56.863 1787126156] set media recorder open complete flag 0
[{I} |08-19 15:55:56.863 1787126156]  sk_api_media_mp4_server_open mDirName=/mnt/disk_0 
[{I} |08-19 15:55:56.864 1787126156] sk_api_dispatch_get_audioconfig codecid=100 sample_rate=8000  sample_width=2 chn_num=1
[{E} |08-19 15:55:56.864 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.864 1787126156] mk:[RecorderManagementImp.cpp:3243][sk_app_pvr:sk_rec_manage_context_open] sk_rec_manage_context_open in

[{D} |08-19 15:55:56.865 1787126156] mk:[RecorderManagementImp.cpp:1988][sk_app_pvr:open_file_manage] open_file_manage in

[{D} |08-19 15:55:56.865 1787126156] mk:[RecorderManagementImp.cpp:1833][sk_app_pvr:rebuild_list] rebuild_list in

[{I} |08-19 15:55:56.870 1787126156] [REPORT] Post Property Message deviceid:0 msg.msg_type:0  request:[{"StorageRecordDuration":{"min":7,"max":10,"mode":1}}] size[54] begin
[{I} |08-19 15:55:56.870 1787126156] [REPORT] Post Property Message deviceid:0  msg.msg_type:0  request:[{"StorageRecordDuration":{"min":7,"max":10,"mode":1}}] size[54] end
[{E} |08-19 15:55:56.872 1787126156] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 15:55:56.872 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.872 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.893 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.893 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.893 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.898 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.898 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.898 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.898 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.898 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.898 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.931 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.931 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.931 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.951 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.951 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.951 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.954 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.954 1787126156] mk:[RecorderManagementImp.cpp:1127][sk_app_pvr:check_reclist] filtration_illegal_characters success /mnt/disk_0/sky_rec/.reclist0


[{E} |08-19 15:55:56.958 1787126156] mk:[Socket.cpp:906][event poller 3:flushData] flushData

[{D} |08-19 15:55:56.959 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.959 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{E} |08-19 15:55:56.971 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData

[{D} |08-19 15:55:56.971 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{D} |08-19 15:55:56.971 1787126156] mk:[RtspSession.cpp:1373][event poller 4:operator()] frame do not sync!!!

[{E} |08-19 15:55:56.971 1787126156] mk:[Socket.cpp:906][event poller 4:flushData] flushData
